Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
735,20.0,RL,8978,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1968.0,1968.0,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,0.0,0.0,948.0,948.0,GasA,TA,Y,948.0,0.0,0.0,948.0,0.0,0.0,1.0,0.0,3,1.0,TA,6,Typ,0.0,1.0,300.0,Y,147.0,0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Family,108000
736,75.0,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7.0,7.0,1914.0,1970.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,390.0,0.0,490.0,880.0,GasW,Fa,N,880.0,888.0,0.0,1768.0,0.0,0.0,1.0,1.0,2,1.0,TA,6,Typ,2.0,2.0,320.0,N,0.0,341,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,WD,Normal,163000
737,90.0,RL,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3.0,4.0,1950.0,1950.0,Gable,CompShg,Stucco,Stone,TA,TA,CBlock,0.0,0.0,0.0,0.0,GasA,Gd,N,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,2,2.0,TA,6,Typ,0.0,2.0,400.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,93500
738,60.0,RL,10463,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,893.0,893.0,GasA,Ex,Y,901.0,900.0,0.0,1801.0,0.0,0.0,2.0,1.0,3,1.0,Gd,8,Typ,1.0,3.0,800.0,Y,0.0,116,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,WD,Normal,239900
739,90.0,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5.0,5.0,1987.0,1988.0,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1200.0,0.0,0.0,1200.0,GasA,TA,Y,1200.0,0.0,0.0,1200.0,3.0,0.0,3.0,0.0,3,1.0,TA,5,Typ,0.0,0.0,0.0,Y,120.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,WD,Alloca,179000
740,60.0,RL,9313,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,864.0,864.0,GasA,Ex,Y,864.0,864.0,0.0,1728.0,0.0,0.0,2.0,1.0,3,1.0,Gd,7,Typ,0.0,2.0,572.0,Y,187.0,56,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,WD,Normal,190000
741,70.0,RM,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5.0,7.0,1910.0,2002.0,Gable,CompShg,Wd Sdng,Wd Shng,TA,Gd,BrkTil,0.0,0.0,264.0,264.0,GasA,Ex,Y,768.0,664.0,0.0,1432.0,0.0,0.0,2.0,0.0,2,1.0,TA,7,Typ,0.0,2.0,360.0,Y,270.0,0,112.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Abnorml,132000
742,20.0,RL,6768,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6.0,8.0,1961.0,1996.0,Hip,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,832.0,0.0,80.0,912.0,GasA,Gd,Y,912.0,0.0,0.0,912.0,1.0,1.0,1.0,0.0,3,1.0,Gd,5,Typ,0.0,1.0,288.0,Y,168.0,0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,WD,Normal,142000
743,20.0,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7.0,5.0,2000.0,2001.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0.0,0.0,1349.0,1349.0,GasA,Ex,Y,1349.0,0.0,0.0,1349.0,0.0,0.0,2.0,0.0,3,1.0,TA,6,Typ,0.0,2.0,539.0,Y,120.0,55,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,WD,Normal,179000
744,80.0,RL,12886,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5.0,6.0,1963.0,1999.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,444.0,0.0,76.0,520.0,GasA,Ex,Y,1464.0,0.0,0.0,1464.0,0.0,1.0,2.0,0.0,3,1.0,TA,6,Min2,1.0,2.0,480.0,Y,302.0,0,0.0,0.0,100.0,0.0,0.0,10.0,2009.0,WD,Normal,175000
745,120.0,RL,5395,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,1993.0,1993.0,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,733.0,0.0,604.0,1337.0,GasA,Gd,Y,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2,1.0,Gd,5,Typ,1.0,2.0,462.0,Y,96.0,0,70.0,168.0,0.0,0.0,0.0,10.0,2008.0,WD,Normal,180000
746,60.0,RL,8963,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8.0,9.0,1976.0,1996.0,Hip,CompShg,VinylSd,VinylSd,Ex,Gd,CBlock,575.0,80.0,487.0,1142.0,GasA,Ex,Y,1175.0,1540.0,0.0,2715.0,0.0,1.0,3.0,1.0,4,1.0,Gd,11,Typ,2.0,2.0,831.0,Y,0.0,204,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,WD,Normal,299800
747,60.0,RL,8795,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,,0.0,652.0,952.0,GasA,Ex,Y,980.0,1276.0,0.0,2256.0,0.0,0.0,2.0,1.0,4,1.0,Gd,8,Typ,1.0,2.0,554.0,Y,224.0,54,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,WD,Normal,236000
748,70.0,RM,11700,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7.0,7.0,1880.0,2003.0,Mansard,CompShg,Stucco,Stucco,Gd,TA,Stone,0.0,0.0,1240.0,1240.0,GasW,TA,N,1320.0,1320.0,0.0,2640.0,0.0,0.0,1.0,1.0,4,1.0,Gd,8,Typ,1.0,4.0,864.0,N,181.0,0,386.0,0.0,0.0,0.0,0.0,5.0,2009.0,WD,Normal,265979
749,20.0,RL,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7.0,5.0,1996.0,1996.0,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,919.0,0.0,801.0,1720.0,GasA,Ex,Y,1720.0,0.0,0.0,1720.0,1.0,0.0,2.0,0.0,3,1.0,Gd,7,Typ,1.0,2.0,527.0,Y,240.0,56,154.0,0.0,0.0,0.0,0.0,3.0,2010.0,WD,Normal,260400
750,50.0,RL,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4.0,3.0,1945.0,1950.0,Gable,CompShg,WdShing,Wd Shng,TA,TA,Slab,0.0,0.0,0.0,0.0,Wall,TA,N,1088.0,441.0,0.0,1529.0,0.0,0.0,2.0,0.0,4,1.0,TA,9,Mod,0.0,1.0,240.0,N,92.0,0,185.0,0.0,0.0,0.0,0.0,4.0,2009.0,WD,Normal,98000
751,50.0,RM,8800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4.0,7.0,1910.0,2004.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0.0,0.0,576.0,576.0,GasA,Gd,Y,792.0,348.0,0.0,1140.0,0.0,0.0,1.0,0.0,3,1.0,TA,7,Min2,0.0,0.0,0.0,N,0.0,160,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,WD,Normal,96500
752,60.0,RL,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,660.0,660.0,GasA,Ex,Y,660.0,660.0,0.0,1320.0,0.0,0.0,2.0,1.0,3,1.0,Gd,6,Typ,0.0,2.0,400.0,Y,0.0,48,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,WD,Normal,162000
753,20.0,RL,9236,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6.0,5.0,1997.0,1997.0,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,1200.0,0.0,279.0,1479.0,GasA,Ex,Y,1494.0,0.0,0.0,1494.0,1.0,0.0,2.0,0.0,3,1.0,Gd,6,Typ,0.0,2.0,576.0,Y,168.0,27,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,217000
754,60.0,RL,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,1030.0,1030.0,GasA,Gd,Y,1038.0,1060.0,0.0,2098.0,0.0,0.0,2.0,1.0,3,1.0,Ex,8,Typ,1.0,3.0,878.0,Y,192.0,52,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,WD,Normal,275500
755,20.0,RL,7930,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,8.0,1969.0,2005.0,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,439.0,472.0,115.0,1026.0,GasA,,Y,1026.0,0.0,0.0,1026.0,1.0,0.0,1.0,0.0,3,1.0,Gd,5,Typ,0.0,2.0,440.0,Y,171.0,48,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,WD,Normal,156000
756,160.0,FV,3230,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6.0,5.0,1999.0,1999.0,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,381.0,0.0,348.0,729.0,GasA,Gd,Y,742.0,729.0,0.0,1471.0,0.0,0.0,2.0,1.0,3,1.0,TA,6,Typ,0.0,2.0,440.0,Y,0.0,24,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,WD,Normal,172500
757,60.0,RL,10769,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,20.0,0.0,846.0,866.0,GasA,Ex,Y,866.0,902.0,0.0,1768.0,0.0,0.0,2.0,1.0,3,1.0,Gd,7,Typ,0.0,2.0,578.0,Y,144.0,105,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,WD,Normal,212000
758,60.0,RL,11616,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6.0,5.0,1978.0,1978.0,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,438.0,0.0,234.0,672.0,GasA,TA,Y,672.0,714.0,0.0,1386.0,0.0,0.0,2.0,1.0,3,1.0,TA,6,Typ,,2.0,440.0,Y,335.0,0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,WD,Abnorml,158900
759,160.0,FV,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7.0,5.0,1999.0,1999.0,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,549.0,0.0,195.0,744.0,GasA,Gd,Y,757.0,744.0,0.0,1501.0,0.0,0.0,2.0,1.0,3,1.0,TA,6,Typ,0.0,2.0,440.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,WD,Normal,179400
760,60.0,RL,12257,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,5.0,1995.0,1995.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,56.0,64.0,1198.0,1318.0,GasA,Ex,Y,1328.0,1203.0,0.0,2531.0,0.0,0.0,2.0,1.0,4,1.0,Gd,9,Typ,1.0,3.0,752.0,Y,222.0,98,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,WD,Normal,290000
761,20.0,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1959.0,1959.0,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,612.0,0.0,252.0,864.0,GasA,Ex,Y,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2,1.0,TA,5,Typ,0.0,1.0,300.0,Y,0.0,0,0.0,0.0,0.0,0.0,450.0,10.0,2009.0,WD,Normal,127500
762,30.0,RM,6911,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5.0,5.0,1924.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,405.0,0.0,740.0,1145.0,GasA,TA,Y,1301.0,0.0,0.0,1301.0,0.0,0.0,1.0,0.0,2,1.0,Fa,5,Min1,0.0,2.0,440.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,WD,Normal,100000
763,60.0,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,24.0,0.0,732.0,756.0,GasA,Ex,Y,764.0,783.0,0.0,1547.0,0.0,0.0,2.0,1.0,3,1.0,Gd,7,Typ,0.0,2.0,614.0,Y,169.0,45,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,Con,Normal,215200
764,60.0,RL,9430,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,5.0,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1163.0,0.0,89.0,1252.0,GasA,Ex,Y,1268.0,1097.0,0.0,2365.0,1.0,0.0,2.0,1.0,3,1.0,Gd,8,Typ,1.0,3.0,856.0,Y,0.0,128,0.0,0.0,180.0,0.0,0.0,7.0,2009.0,WD,Normal,337000
765,120.0,RL,9549,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8.0,5.0,1995.0,1996.0,Hip,CompShg,BrkFace,BrkFace,Gd,Gd,PConc,437.0,1057.0,0.0,1494.0,GasA,Ex,Y,1494.0,0.0,0.0,1494.0,1.0,0.0,1.0,1.0,2,1.0,Ex,6,Typ,1.0,2.0,481.0,Y,0.0,30,0.0,0.0,216.0,0.0,0.0,4.0,2006.0,WD,Normal,270000
766,20.0,RL,14587,Pave,IR1,Lvl,AllPub,,Gtl,Somerst,Norm,Norm,1Fam,1Story,9.0,5.0,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,1498.0,1498.0,GasA,Ex,Y,1506.0,0.0,0.0,1506.0,0.0,0.0,2.0,0.0,2,1.0,Ex,6,Typ,1.0,2.0,592.0,Y,0.0,174,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,New,Partial,264132
767,60.0,RL,10421,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7.0,5.0,1988.0,1988.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,394.0,0.0,586.0,980.0,GasA,TA,Y,980.0,734.0,0.0,1714.0,0.0,0.0,2.0,1.0,3,1.0,TA,7,Typ,1.0,2.0,496.0,Y,,66,156.0,0.0,0.0,0.0,500.0,3.0,2010.0,WD,Normal,196500
768,50.0,RL,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6.0,7.0,1940.0,1985.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,660.0,0.0,323.0,983.0,GasA,Ex,Y,983.0,767.0,0.0,1750.0,1.0,0.0,2.0,0.0,4,1.0,TA,7,Mod,0.0,1.0,423.0,Y,245.0,0,156.0,0.0,0.0,0.0,1300.0,7.0,2008.0,WD,Normal,160000
769,20.0,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2004.0,2005.0,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,24.0,0.0,1836.0,1860.0,GasA,Ex,Y,1836.0,0.0,0.0,1836.0,0.0,0.0,2.0,0.0,3,1.0,Gd,8,Typ,1.0,2.0,484.0,Y,120.0,33,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,WD,Normal,216837
770,60.0,RL,53504,Pave,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8.0,5.0,2003.0,2003.0,Hip,CompShg,CemntBd,Wd Shng,Ex,TA,PConc,1416.0,0.0,234.0,1650.0,GasA,Ex,Y,1690.0,1589.0,0.0,3279.0,1.0,0.0,3.0,1.0,4,1.0,Ex,12,Mod,1.0,3.0,841.0,Y,503.0,36,0.0,0.0,210.0,0.0,0.0,6.0,2010.0,WD,Normal,538000
771,85.0,RL,7252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5.0,5.0,1982.0,1982.0,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,685.0,0.0,173.0,858.0,GasA,TA,Y,858.0,0.0,0.0,858.0,1.0,0.0,1.0,0.0,2,1.0,TA,5,Typ,0.0,2.0,576.0,Y,120.0,0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,WD,Normal,134900
772,20.0,RL,8877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,1951.0,1951.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,836.0,0.0,0.0,836.0,GasA,TA,Y,1220.0,0.0,0.0,1220.0,0.0,0.0,1.0,0.0,2,1.0,TA,6,Typ,0.0,2.0,396.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,COD,Normal,102000
773,80.0,RL,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6.0,5.0,1976.0,1976.0,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,422.0,127.0,480.0,1029.0,GasA,TA,Y,1117.0,0.0,0.0,1117.0,1.0,0.0,1.0,0.0,3,1.0,TA,6,Typ,1.0,2.0,672.0,Y,144.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,WD,Abnorml,107000
774,20.0,RL,10150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5.0,5.0,1958.0,1958.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,456.0,0.0,456.0,912.0,GasA,Ex,Y,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,2,1.0,TA,5,Typ,0.0,1.0,275.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,COD,Normal,114500
775,20.0,RL,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,5.0,2006.0,2006.0,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,1935.0,1935.0,GasA,Gd,Y,1973.0,0.0,0.0,1973.0,0.0,0.0,2.0,0.0,3,1.0,Gd,9,Typ,1.0,3.0,895.0,Y,315.0,45,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,New,Partial,395000
776,120.0,RM,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6.0,5.0,1998.0,1998.0,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,866.0,0.0,338.0,1204.0,GasA,Ex,Y,1204.0,0.0,0.0,1204.0,1.0,0.0,2.0,0.0,2,1.0,TA,5,Typ,0.0,2.0,412.0,Y,0.0,247,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,WD,Normal,162000
777,20.0,RL,11210,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,20.0,0.0,1594.0,1614.0,GasA,Ex,Y,1614.0,0.0,0.0,1614.0,0.0,0.0,2.0,0.0,3,1.0,Gd,7,Typ,0.0,3.0,865.0,Y,144.0,59,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,New,Partial,221500
778,20.0,RL,13350,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1974.0,1974.0,Hip,CompShg,HdBoard,Plywood,TA,TA,CBlock,762.0,0.0,102.0,864.0,GasA,TA,Y,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3,1.0,TA,5,Typ,1.0,2.0,440.0,Y,241.0,0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,WD,Normal,142500
779,90.0,RH,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5.0,5.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,TA,TA,Slab,0.0,0.0,0.0,0.0,GasA,TA,Y,2020.0,0.0,0.0,2020.0,0.0,0.0,2.0,0.0,4,2.0,TA,10,Typ,2.0,2.0,630.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,2007.0,WD,Normal,144000
780,90.0,RL,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6.0,5.0,1977.0,1977.0,Gable,CompShg,Plywood,ImStucc,TA,TA,CBlock,975.0,0.0,0.0,975.0,GasA,TA,Y,1004.0,0.0,0.0,1004.0,1.0,0.0,1.0,0.0,2,1.0,TA,4,Typ,0.0,2.0,504.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,WD,Normal,135000
781,20.0,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7.0,5.0,1995.0,1996.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,0.0,0.0,1237.0,1237.0,GasA,Gd,Y,1253.0,0.0,0.0,1253.0,0.0,0.0,2.0,0.0,3,1.0,TA,6,Typ,1.0,2.0,402.0,Y,220.0,21,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,176000
782,60.0,RL,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,1992.0,1992.0,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,387.0,0.0,374.0,761.0,GasA,Ex,Y,810.0,793.0,0.0,1603.0,0.0,0.0,2.0,1.0,3,1.0,Gd,7,Typ,0.0,2.0,484.0,Y,0.0,124,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,175900
783,20.0,RL,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2001.0,2002.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,1413.0,1413.0,GasA,Ex,Y,1430.0,0.0,0.0,1430.0,0.0,0.0,2.0,0.0,3,1.0,Gd,6,Typ,0.0,2.0,605.0,Y,0.0,33,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,WD,Normal,187100
784,85.0,RL,9101,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5.0,6.0,1978.0,1978.0,Gable,CompShg,Plywood,Plywood,TA,Gd,PConc,1097.0,0.0,0.0,1097.0,GasA,Ex,Y,1110.0,0.0,0.0,1110.0,1.0,0.0,1.0,0.0,1,1.0,Gd,4,Typ,1.0,2.0,602.0,Y,303.0,30,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,WD,Normal,165500
785,75.0,RM,6300,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6.0,6.0,1914.0,2001.0,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,CBlock,0.0,0.0,742.0,742.0,GasA,Ex,Y,742.0,742.0,0.0,1484.0,0.0,0.0,2.0,0.0,3,1.0,TA,9,Typ,1.0,0.0,0.0,Y,0.0,291,134.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,128000
786,20.0,RL,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6.0,5.0,1967.0,1967.0,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,CBlock,251.0,630.0,491.0,1372.0,GasA,TA,Y,1342.0,0.0,0.0,1342.0,0.0,0.0,2.0,0.0,3,1.0,TA,7,Typ,1.0,2.0,457.0,Y,0.0,0,0.0,0.0,197.0,0.0,0.0,9.0,2009.0,WD,Normal,161500
787,50.0,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5.0,6.0,1915.0,1950.0,Gable,CompShg,MetalSd,MetalSd,TA,Gd,PConc,686.0,0.0,0.0,686.0,GasA,TA,Y,966.0,686.0,0.0,1652.0,1.0,0.0,2.0,0.0,4,1.0,TA,7,Typ,0.0,1.0,416.0,Y,0.0,0,196.0,0.0,0.0,0.0,1200.0,6.0,2010.0,WD,Normal,139000
788,60.0,RL,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,656.0,0.0,300.0,956.0,GasA,Ex,Y,956.0,1128.0,0.0,2084.0,1.0,0.0,2.0,1.0,4,1.0,Gd,8,Typ,0.0,2.0,618.0,Y,0.0,45,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,WD,,233000
